,twitter_link,text,date
206,https://twitter.com/drone_jp/status/1735568438834405651#m,AerialoopのVTOLドローン「ALT6-8」は安全性と汎用性を兼ね備えたUAV。時速100kmで航続距離100km #Aerialoop #VTOL #DRONEjp https://www.drone.jp/news/2023121516502178118.html,"Dec 15, 2023 · 7:52 AM UTC"
207,https://twitter.com/mussaidmssd/status/1735559879090147681#m,مصطلح اليوم: ڤتول طائرة الإقلاع و الهبوط العمودي (ڤتول) هي طائرة يمكنها الإقلاع و الهبوط عموديًا دون الإعتماد على مدرج. Term of the Day: VTOL A vertical take-off and landing (VTOL) aircraft is one that can take off and land vertically without relying on a runway. #Mussaid #VTOL,"Dec 15, 2023 · 7:18 AM UTC"
208,https://twitter.com/dronxt/status/1735508058397139318#m,"Get Industry Best Drone in Dronxt , Grab Soon!! Visit us: dronxt.com #dronxt #drones #surveillance #logisticdrone #VTOL","Dec 15, 2023 · 3:52 AM UTC"
209,https://twitter.com/gugurobotics/status/1735431740439597219#m,Go with @gugurobotics to build your VTOL dreams! Any requirements pls feel free to let me know. Email: [email protected] WhatsApp/Telegram: +2348108425282 #uav #vtol #drone #gugurobotics #eo #emmypencil #IR #laser #laserrangefinder #dji #Payload #camera #ai #nightvision,"Dec 14, 2023 · 10:49 PM UTC"
210,https://twitter.com/r_vinholes/status/1735294288366272652#m,"Após abrangente preparação interna, testes de bancada e de voo, a #CycloTechGmbH levou aos céus a versão mais recente de seu demonstrador de tecnologia “Bumblebee2.0” #UAV #VTOL #AirTaxis #aircraft #cyclorotor #mobility #prototype #CycloTech #tecnologia #carrovoador #robô #voo","Dec 14, 2023 · 1:42 PM UTC"
211,https://twitter.com/SA_Security108/status/1735244942761758878#m,#TATA ALS 50 Loitering Munitions 🛩🔥 आत्मनाशक विमान् - Suicide #Drones ▪︎#MADEinINDIA🇮🇳 (TataMotors Advn Sys Ltd) ▪︎#VToL #UAV-system : Vertical Take off & Landing Unmanned Aerial Vehicles ▪︎Max Striking Speed : 50kms/hr ▪︎Target can be changed/left out in end phase.,"Dec 14, 2023 · 10:26 AM UTC"
212,https://twitter.com/HeishaTech/status/1734835447904297350#m,"This V200 #VTOL #drone dock was a custom product, from blueprint, optimization, and final plan, to components purchase and production, then installation and test, it took about one year before this final product came. It will be used for #logistics. https://www.heishatech.com/v200-vtol-drone-charging-dock-jointly-developed-by-cimc/","Dec 13, 2023 · 7:19 AM UTC"
213,https://twitter.com/kojirou_maru/status/1734770867325067473#m,でっけぇなぁ。 これでも一部。半分いってねぇんでねぇかな？（適当） https://cloud.pix4d.com/site/230344/dataset/1711001/map?shareToken=9972635d-ae8f-4e47-9c9f-867f6b0be8cb #阿蘇ドローン手形BIZ #Pix4Dcloud #VTOL,"Dec 13, 2023 · 3:02 AM UTC"
214,https://twitter.com/DaveKatz23/status/1734567757285408798#m,"This year, the #Onshape #Startup Program welcomed 500 emerging companies. Imago Aerospace, is one such startup. The team is designing a #VTOL aircraft to help commuters tackle traffic gridlock in Mexico City. Check out their story. #Innovation https://app.marketbeam.io/u/i4BI7X","Dec 12, 2023 · 1:35 PM UTC"
215,https://twitter.com/MadW0lf94/status/1734304250195329063#m,#VTOL,"Dec 11, 2023 · 8:08 PM UTC"
216,https://twitter.com/TomasDoupal/status/1734278663162527854#m,"Do-31 zůstává jediným dopravním proudem #vtol na světě, a dva létající prototypy jsou v současnosti vystaveny v muzeích v Německu.","Dec 11, 2023 · 6:27 PM UTC"
217,https://twitter.com/VerdegoAero1/status/1734273141268955384#m,"Congrats to Brock Steinfeldt, Richard Anderson (VerdeGo Aero), and Jeffrey Lewis (Jaunt Air Mobility) for snagging Best Paper at the Vertical Flight Society ICAAMS Conference on Hybrid Propulsion for Cargo VTOL. Shoutout to Sanjay Gattani of Jaunt for accepting the award. #vtol","Dec 11, 2023 · 6:05 PM UTC"
218,https://twitter.com/Gabu_ch_games/status/1734249216288121046#m,やっとVTOL解除した😆 #mw3 #vtol,"Dec 11, 2023 · 4:30 PM UTC"
219,https://twitter.com/InvoStation/status/1734093271029399641#m,Invo Station unique design for silent and safe flights #evtol #vtol #invostation,"Dec 11, 2023 · 6:10 AM UTC"
220,https://twitter.com/AcGcKarbon/status/1733805298144412038#m,#eVTOL girişimleri matematiğe aykırı. Bir benzin motoru ve bir saatlik yakıtın ağırlığının verdiği enerjiyi pillerle karşılamak imkansız. Eğer bu eVOL üreten firmalar dürüst ise pillerinin kwh değerlerini ve motorlarının kw değerlerini açıkça söylerler. #VTOL ✔️ #eVTOL ✖️⏳,"Dec 10, 2023 · 11:06 AM UTC"
221,https://twitter.com/overair_inc/status/1733140154703810800#m,"With over two decades of pioneering #VTOL innovation and patented technology, we're developing the quietest and most capable #eVTOL, #Butterfly. Join us in our mission to Bring a World of Possibilities Closer to Home. https://www.overair.com/careers/ #Hiring #HiringNow #AAM","Dec 8, 2023 · 3:03 PM UTC"
222,https://twitter.com/PAngrignon/status/1733115044089471296#m,"Vertical take-off/landing propeller platform lifts a jet-engine aircraft to the desired height until the jet is flying at the desired velocity, releases it, platform returns, then takes off to catch another incoming jet-engine aircraft and lands it vertically. #vtol","Dec 8, 2023 · 1:23 PM UTC"
223,https://twitter.com/aeroERMO/status/1732993872601440760#m,Rotor presenta el helicóptero no tripulado R550X y comienza la producción Más información en: https://www.aeroermo.com/home/rotor-presenta-el-helicoptero-no-tripulado-r550x-y-comienza-la-produccion/ #AeroErmo #RotorTechnologies #Helicoptero #VTOL #R550X #Lanzamiento #Presentacion,"Dec 8, 2023 · 5:21 AM UTC"
224,https://twitter.com/Jouav_inc/status/1732698397826805992#m,Innovation in action! 🔍🚁 JOUAV VTOL hangar was used in the inspection of an 80 km transmission line successfully. 🌐 #JOUAV #VTOL #hangar #dronedock #TransmissionLineInspection,"Dec 7, 2023 · 9:47 AM UTC"
225,https://twitter.com/CathyHe14283831/status/1732679712865153228#m,"FALCON Propeller for VTOL,different series multirotor are https://available.Meet the special needs of customers. #UAV #VTOL #drones #motor #manufacturer #multirotor #propeller","Dec 7, 2023 · 8:33 AM UTC"
226,https://twitter.com/sandeshnews/status/1732651122081595734#m,"રોકેટની જેમ ઉડાન, મિસાઈલની જેમ હુમલો કરે તેવું America એ બનાવ્યું ખતરનાક આત્મઘાતી ડ્રોન #America #US #Anduril #VTOL #SandeshNews #BreakingNews","Dec 7, 2023 · 6:39 AM UTC"
227,https://twitter.com/UnmannedSystem/status/1732537401510174751#m,⭐️💪 Roadrunner-M Unveiled by @anduriltech: CUAS High-Explosive Interceptor >> https://hubs.la/Q02c1dMw0 #military #defense #CUAS #VTOL,"Dec 6, 2023 · 11:08 PM UTC"
228,https://twitter.com/DefenseAdvance/status/1732356716749082662#m,US DoD Contracts Faun Trackway for VTOL Surfacing System Kits More details: https://hubs.la/Q02bZkjQ0 #defense #defence #vtol #helicopter #aircraft #military #armedforces #army @FAUNTRACKWAYUSA,"Dec 6, 2023 · 11:10 AM UTC"
229,https://twitter.com/UnmannedSystem/status/1732341358600315200#m,DARPA Selects Bell for X-Plane Program Find out more: https://hubs.la/Q02b_2Mh0 #aircraft #plane #aerospace #mobility #technology #tech #vtol #defense #defence @BellFlight,"Dec 6, 2023 · 10:08 AM UTC"
230,https://twitter.com/UnmannedSystem/status/1732146825056952639#m,Bell has been chosen to compete for the DARPA Speed and Runway Independent Technologies (SPRINT) X-Plane program. Find out more: https://hubs.la/Q02b_0v30 #aircraft #plane #aerospace #mobility #technology #tech #vtol #defense #defence @BellFlight,"Dec 5, 2023 · 9:15 PM UTC"
231,https://twitter.com/UnmannedSystem/status/1732129963883500031#m,👀 🔋Embention Launches New ESC for eVTOLs & Electric UAVs >> https://hubs.la/Q02bNsRZ0 @embention #UAV #VTOL #technology #engineering,"Dec 5, 2023 · 8:08 PM UTC"
232,https://twitter.com/UnmannedSystem/status/1732096683859705966#m,"🌐💥Anduril has released Roadrunner, a VTOL autonomous air vehicle designed to be customized for various missions and Roadrunner-Munition, a radical new class of recoverable ground-based air defense https://hubs.la/Q02c1bkc0 #military #defense #CUAS #VTOL👇","Dec 5, 2023 · 5:56 PM UTC"
233,https://twitter.com/DefenseAdvance/status/1732046916811096360#m,Faun Trackway USA has been awarded a $24 million contract for the production and delivery of VTOL Surfacing System Kits from the US DoD. More details: https://hubs.la/Q02bZnkB0 #defense #defence #vtol #helicopter #aircraft #military #armedforces #army @FAUNTRACKWAYUSA,"Dec 5, 2023 · 2:38 PM UTC"
234,https://twitter.com/pterodynamics/status/1732044701086486668#m,"Superior reliability, availability, and maintainability. #transwing #vtol #aerospace #pterodynamics","Dec 5, 2023 · 2:30 PM UTC"
235,https://twitter.com/mikeshouts/status/1731987646849650800#m,.@anduriltech Roadrunner Twin-Turbojet VTOL Autonomous Air Vehicle: Anti-Air Threats Weapon That Can Return To Base #vtol #Military https://mikeshouts.com/anduril-roadrunner-twin-turbojet-vtol-autonomous-air-vehicle/ via @mikeshouts,"Dec 5, 2023 · 10:43 AM UTC"
236,https://twitter.com/RG175/status/1731948459266134344#m,🔴LIVE VTOL VRをプレイ中 https://ift.tt/I7AVSWP #VTOL VR,"Dec 5, 2023 · 8:07 AM UTC"
237,https://twitter.com/imschmeckles/status/1731894121537630208#m,#VTOL,"Dec 5, 2023 · 4:31 AM UTC"
238,https://twitter.com/LSingclair/status/1731731271200743450#m,Ver. 310 #harrier #av8b #vtol #ハリアー #垂直離着陸機 #fanart #sato #vtuber @sato310 #さとああっと,"Dec 4, 2023 · 5:44 PM UTC"
239,https://twitter.com/LSingclair/status/1731730982112534800#m,Another ver. Based on original settings オリジナル設定ベース #harrier #av8b #vtol #ハリアー #垂直離着陸機,"Dec 4, 2023 · 5:43 PM UTC"
240,https://twitter.com/LSingclair/status/1731730767687131212#m,These are paintings based on a 3D puzzle harrier model 立体パズルで組み立てたハリアー模型をもとに描いた絵です https://youtu.be/6Vl-lSNQGDI #drawing #illustration #sketch #3dpuzzle #harrier #av8b #vtol #truelies #イラスト #スケッチ #立体パズル #ハリアー #垂直離着陸機 #トゥルーライズ,"Dec 4, 2023 · 5:42 PM UTC"
241,https://twitter.com/Lewo07_/status/1731713385941586279#m,"Önde ki iki birbirinden bağımsız tilt motorlarımız, 2,5 metre kanat ve 2 metre uzunluğunda ki uçağımızı dar alanlarda yüksek manevra kabiliyeti sağlayabilmektedir. #vtol","Dec 4, 2023 · 4:33 PM UTC"
242,https://twitter.com/skyturkvtol/status/1731666463335838035#m,Askerlerimizin beğenilerini toplamak bizim en büyük gurur kaynağımızdır. #vtol #metuvtol2023 #teknofest #milliteknolojihamlesi #havelsan #baha #gaziantep #dışişleribakanlığı,"Dec 4, 2023 · 1:27 PM UTC"
243,https://twitter.com/UnmannedSystem/status/1731661127237435586#m,"✨⚡️ Embention's new motor controller for eVTOLs & Electric UAVs can deliver power outputs of up to 110kW, voltages of up to 800V, & currents of up to 200A👇https://hubs.la/Q02bNlK-0 @embention #UAV #VTOL #technology #engineering","Dec 4, 2023 · 1:06 PM UTC"
244,https://twitter.com/AviationN4M/status/1731574590755979266#m,"""The Hoppers fan blades are enclosed in the fan chamber making it stealthy, quiet, safe, and efficient. Having no exterior moving parts makes the #Hopper safe to operate compared to a #helicopter"", writes @HusainRif .. #drones #UAV #VTOL #aviation https://news4masses.com/hopper-express-designed-hoppers-vtol/","Dec 4, 2023 · 7:22 AM UTC"
245,https://twitter.com/AviationN4M/status/1731260366305525936#m,‘Hopper Express’ Ups The Ante With Innovatively Designed Hoppers (VTOL) #drones #vtol #uav #drone https://news4masses.com/hopper-express-designed-hoppers-vtol/,"Dec 3, 2023 · 10:33 AM UTC"
246,https://twitter.com/woot_tech/status/1731214989128606149#m,"WTech Survair #VTOL did a full 30km range (as advertised) on our partners @CUAV H16Pro telemetry. Also touched 2000m altitude AMSL in heavy winds of 35 km/hr. Payload is 180x zoom EO, 12um Thermal IR and 5km laser ranger. @ArduPilotTeam","Dec 3, 2023 · 7:33 AM UTC"
247,https://twitter.com/CyberpunkTTRPG/status/1731194241982877787#m,Road Runner Interceptor Drone - When VTOL Fighter and Kamikaze Drone Have a Baby #RoadRunnerM #Drone #AntiDrone #VTOL #InterceptorDrone #DroneKiller #Cyberpunk #TTRPG #RPG https://www.youtube.com/shorts/ESvWHU08IcM,"Dec 3, 2023 · 6:10 AM UTC"
248,https://twitter.com/DefenseAdvance/status/1731016375504695638#m,Anduril Unveils New VTOL Autonomous Air Vehicles Find out more >> https://hubs.la/Q02bDkZR0 @AndurilTech #defense #defensetech #unmannedsystems #uav #vtol #automation,"Dec 2, 2023 · 6:23 PM UTC"
249,https://twitter.com/BruselasRoberto/status/1730947903949021227#m,Only the Falcon9 space rocket can perform vertical take-off and landing. #ElonMusk #SpaceX #Falcon9 #vtol #SpaceLaunchSystem 250 successful Falcon Booster landings. Amazingly. What an achievement for the SpaceX team! https://x.com/SpaceX/status/1730655367418573270?s=20,"Dec 2, 2023 · 1:51 PM UTC"
250,https://twitter.com/UnmannedSystem/status/1730871678396166612#m,Piasecki Awarded $37 Million AFWERX Funding for Tilt-Duct VTOL UAS Find out more: https://hubs.la/Q02bBXsB0 #airforce #vtol #uas #unmanned #unmannedsystems #technology #tech #aviation #aerospace #aircraft,"Dec 2, 2023 · 8:49 AM UTC"
251,https://twitter.com/drone_jp/status/1730867215266897978#m,Anduril、VTOL型ドローンRoadrunnerとRoadrunner-Mを発表 #Anduril #VTOL #DRONE #DRONEjp https://www.drone.jp/news/2023120217294077276.html,"Dec 2, 2023 · 8:31 AM UTC"
252,https://twitter.com/Designer_3dn/status/1730792905546035577#m,Military #lowpoly #Vehicle on link https://skfb.ly/6zrUs via @Sketchfab @3drenderbot #3DModel #helicopter #gamedev #gamedevelopment #gamedesign #Aircraft #3dmodeling #indiedev #Transportation #aircrafts #vtol #3D #3DCG #Military #vehicle #blender #b3d,"Dec 2, 2023 · 3:35 AM UTC"
253,https://twitter.com/pacificscoop/status/1730739833046446345#m,The low cost Anduril #Roadrunner vertical take-off and landing (#VTOL) twin-jet lands like a #Falcon9. Pretty cool & futuristic 🚀 🛩️ #rocket #jet #drone air vehicle.,"Dec 2, 2023 · 12:05 AM UTC"
254,https://twitter.com/UnmannedSystem/status/1730620268358275443#m,The USAF has awarded Piasecki $37 million to develop next-generation VTOL aircraft and hydrogen propulsion technologies. Find out more: https://hubs.la/Q02bBYK80 #airforce #vtol #uas #unmanned #unmannedsystems #technology #tech #aviation #aerospace #aircraft,"Dec 1, 2023 · 4:10 PM UTC"
255,https://twitter.com/DefenseAdvance/status/1730610705919812054#m,Anduril Industries has unveiled its Roadrunner and Roadrunner-Munition (Roadrunner-M) VTOL autonomous air vehicles Read more: https://hubs.la/Q02bDkY10 @AndurilTech #defense #defensetech #unmannedsystems #uav #vtol #automation,"Dec 1, 2023 · 3:32 PM UTC"
256,https://twitter.com/WhoRaisedBot/status/1730604114298519560#m,"Anduril introduces Roadrunner, an AI-controlled autonomous VTOL for explosive interceptions. #Anduril #Roadrunner #VTOL https://techcrunch.com/?p=2636387","Dec 1, 2023 · 3:05 PM UTC"
257,https://twitter.com/GaelLeBris/status/1730588336564105639#m,Supersonic lift jet concept from the 1950s... 👀✈️ #aircraft #avgeeks #aviation #engineering #STEM #VerticalFlight #VTOL,"Dec 1, 2023 · 2:03 PM UTC"
258,https://twitter.com/embention/status/1730542837047959916#m,"Find out what the Dubai Airshow 2023 was like! From 13-17 November 2023, our CEO made history at the Dubai Airshow. During a few intense days and many meetings, we established valuable connections and a great deal . Don't miss it! 👉 https://www.embention.com/news/find-out-what-the-dubai-airshow-2023-was-like/ #VTOL #DubaiAirShow23","Dec 1, 2023 · 11:02 AM UTC"
259,https://twitter.com/InsightfpvTammy/status/1730489106105270290#m,Let's take a look at the solid state batteries in production 😊 👍 30% Longer Flight-time! 👍High Energy Density! 👍High Safety Performance! 👍Over 600 Times Cycle! 👉Get it：https://insightfpv.com/products/semi-solid-state-li-lon-battery #battery #uav #drone #vtol #solidstatebattery,"Dec 1, 2023 · 7:28 AM UTC"
260,https://twitter.com/AviateOverload/status/1730330878897742239#m,"Former RAF Harrier jump jet, on display at the ""RAF Museum, Midlands"" (Photograph By: Me) #RAF #Aviation #Harrier #VTOL #Jumpjet","Nov 30, 2023 · 9:00 PM UTC"
261,https://twitter.com/DefenseAdvance/status/1730305443711402078#m,Piasecki to Develop Next-Gen VTOLs & Hydrogen Propulsion Tech Find out more >> https://hubs.la/Q02bmx2_0 @usairforce #defense #defensetech #unmannedsystems #vtol #aircraft #hydrogenfuel,"Nov 30, 2023 · 7:18 PM UTC"
262,https://twitter.com/AcGcKarbon/status/1730214293159682063#m,"Romantik yalanlara inanıp yatırım yapan dev şirketlerin yöneticilerinin başı dertte! Elektrikli helikopter denilen #eVTOL araçların asla uçamayacağını anlamak bu kadar basit. Bazıları bu işe 3-5milyar USD$ yatırım yaptı, geri de dönemiyorlar Soygun devam ediyor #VTOL ✔️ #eVTOL ❌","Nov 30, 2023 · 1:16 PM UTC"
263,https://twitter.com/AerospacePoliMI/status/1730156709912412448#m,"Check the #ResearchPaper ""Vision-Based Air-to-Air Autonomous Landing of Underactuated #VTOL #UAVs"" by Roggi et al. A Kalman filter-based state estimator and a three-layer hierarchical architecture ensure safe and fast #AutonomousLanding 📺https://www.youtube.com/watch?v=aPF_--zHy2w @Giogozzo1","Nov 30, 2023 · 9:27 AM UTC"
264,https://twitter.com/BuildingTech_/status/1730142119216517583#m,"Тандемный #беспилотник с вертикальным взлетом и посадкой #VTOL обладает стойкостью к порывам ветра, поднимается на высоту до 5500 метров ... https://building-tech.org/%D0%A1%D0%BE%D0%BE%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%BE/tandemniy-bespylotnyk-s-vertykalnim-vzletom-y-posadkoy-obladaet-stoykostyu-k-porivam-vetra-podnymaetsya-na-visotu-do-5500-metrov","Nov 30, 2023 · 8:30 AM UTC"
265,https://twitter.com/dronxt/status/1730079922494783648#m,Dronxt drones are a good tool to go after high-valued targets. Visit us: dronxt.com #agriculture #dronelife #droneoftheday #dronxt #dronephotography #india #VTOL #australia,"Nov 30, 2023 · 4:22 AM UTC"
266,https://twitter.com/GaelLeBris/status/1730036673809981933#m,Here is a new fan-in-wing concept... And it's not an #eVTOL for once! This one looks like some sort of a crossover between the #F117 and the Ryan Vertifan. 🚁🛩️⬇️⬇️⬇️ #aircraft #aviation #VerticalFlight #VTOL,"Nov 30, 2023 · 1:31 AM UTC"
267,https://twitter.com/AcGcKarbon/status/1729957750979940548#m,"Bahsedilen rakamlar yüz milyar dolarlarla ölçülüyor. Ya bu batırdıkları paraları kurtaracaklar, ya da CEO falan kalmayacak. Yakında bu işin pillerle olmayacağını anlıyacaklar ve yüzmilyarlarca dolar yatırım ÇÖP olacak. Uyanış yakında⏳ Her zaman söylediğim gibi #VTOL ✔️ #eVTOL ✖️","Nov 29, 2023 · 8:17 PM UTC"
268,https://twitter.com/Gate7aviation/status/1729939822964322695#m,Italie : Milan prépare les taxis aériens pour 2026 L'exploitant de l'aéroport SEA reçoit le premier feu vert du conseil municipal de la capitale. #VTOL #AirMobility #future,"Nov 29, 2023 · 7:06 PM UTC"
269,https://twitter.com/LaurentESQUENET/status/1729911811246342303#m,"🛫 Visite au Bourget. L’aviation d’affaires est à l’aéronautique ce que la F1 est à l’automobile : un lieu d’expérimentation des technologies avant leur généralisation. #SAF, électrification, hydrogène, #VTOL : cet aéroport 🇫🇷 doit être le pilier de la décarbonation du secteur.","Nov 29, 2023 · 5:14 PM UTC"
270,https://twitter.com/DefenseAdvance/status/1729905055812276401#m,"Piasecki Aircraft Corporation has been awarded a $37M multi-year contract by AFWERX, the Air Force's innovation arm in conjunction with the Air Force Research Lab Read more: https://hubs.la/Q02bmRVG0 @usairforce #defense #defensetech #unmannedsystems #vtol #aircraft #hydrogenfuel","Nov 29, 2023 · 4:48 PM UTC"
271,https://twitter.com/FreeFlightSys/status/1729847692526793119#m,"It is Day 2 at @EuropeanRotors and the FreeFlight team is taking in all the sights ✌️ It is always a pleasure for our team to connect with the #VTOL, #eVTOL, and #rotorcraft industry at events like this. Do not miss your chance to connect with Santiago or Scott at this event.","Nov 29, 2023 · 1:00 PM UTC"
272,https://twitter.com/aam_intl/status/1729833840573657248#m,Piasecki Awarded $37 Million for Development of Next-Gen VTOLs More details: https://hubs.la/Q02bhQX10 #vtol #aircraft #aerospace #advancedairmobility #aam #transport #hydrogen #technology,"Nov 29, 2023 · 12:05 PM UTC"
273,https://twitter.com/Gabu_ch_games/status/1729790978570002840#m,実はね、まだVTOL解除できてない。 と言うかね、VTOLって聞こえとして カッコいいよね、ブイトール 好きだな〜 ブイトール #MW3 #mw3 #VTOL #キルストリーク #ネクストウィーク前には必ず解除,"Nov 29, 2023 · 9:14 AM UTC"
274,https://twitter.com/drone_jp/status/1729770039010545819#m,Aurora Flight Sciences、次世代VTOL機「X-Plane」の設計に着手 #AuroraFlightSciences #Boeing #DARPA #VTOL #DRONEjp https://www.drone.jp/news/2023112916485577060.html,"Nov 29, 2023 · 7:51 AM UTC"
275,https://twitter.com/MartinY38361464/status/1729751843260023203#m,Air tiger-50 Vertical Take-off and Landing VTOL Drone Landing Video #vtol #vtoldrone #vtoluav!!! See more at-https://youtu.be/bewNuAl656k,"Nov 29, 2023 · 6:39 AM UTC"
276,https://twitter.com/bhavis22/status/1729745751926841827#m,Net positive startup experience. #startup #technology #aviation #aviationlovers #entrepreneurs #pitch #VTOL,"Nov 29, 2023 · 6:14 AM UTC"
277,https://twitter.com/P_OK89/status/1729655941052739737#m,"I’m only beginning to know your pain I’ve spent 3 days awake desperately trying to get our #Ukraina #foreign #legion section a #VTOL Fixed Wing #UAV #ISR for the international team I’m in, we can work with out it and it’s as if all the #StandWithUkraine supporters disappeared","Nov 29, 2023 · 12:18 AM UTC"
278,https://twitter.com/aam_intl/status/1729638801033576712#m,Piasecki has received a $37 million contract from AFWERX to flight demonstrate its Aerial Reconfigurable Embedded System (ARES) tilt-duct VTOL UAS. More details: https://hubs.la/Q02bhG6q0 #vtol #aircraft #aerospace #advancedairmobility #aam #transport #hydrogen #technology,"Nov 28, 2023 · 11:09 PM UTC"
279,https://twitter.com/pterodynamics/status/1729575574195032108#m,"A smaller footprint makes the Transwing aircraft easier to ship, store, and stow! #pterodynamics #transwing #vtol #aerospace","Nov 28, 2023 · 6:58 PM UTC"
280,https://twitter.com/VolatusLLC/status/1729534781438689739#m,VI&E Solutions Partners with LYTE Aviation to Expand Refueling Options at #Vertiports PR: https://vie.solutions/press Photo credit: Sustainable Aviation Futures #eVTOL #VTOL #SAF #hydrogen #infrastructure #eVTOLinfrastructure #viesolutions #volatus #electricaviation #electriccharging,"Nov 28, 2023 · 4:16 PM UTC"
281,https://twitter.com/SKYTRACSystems/status/1729523046136844497#m,"Day 1 of @EuropeanRotors is almost over. Did you have a chance to connect with our amazing team? 🤔 It was great seeing familiar and new faces on the show floor. If you missed your chance to meet with our team today, drop by Booth 1126 tomorrow and say hello. 👋 #madrid #vtol","Nov 28, 2023 · 3:30 PM UTC"
282,https://twitter.com/lbeaton1/status/1729516961002918096#m,"The Moller #skycar, one guy's quixotic quest to create #VTOL for the masses. It went nowhere, but anticipated a lot about today's electric air-taxi drone projects (which may also go nowhere).","Nov 28, 2023 · 3:05 PM UTC"
283,https://twitter.com/aeroERMO/status/1729516748658122925#m,Bell es seleccionado para la Fase 1A del programa X-Plane de Tecnologías Independientes de Pista y Velocidad de DARPA (SPRINT) Más información en: https://www.aeroermo.com/home/bell-es-seleccionado-para-la-fase-1a-del-programa-x-plane-de-tecnologias-independientes-de-pista-y-velocidad-de-darpa-sprint/ #AeroErmo #BellTextron #XPlane #Programa #SPRINT #DARPA #VTOL #Avion #BellX1 @BellFlight,"Nov 28, 2023 · 3:05 PM UTC"
284,https://twitter.com/observatoiregeo/status/1729502477752455654#m,"Le #drone 🇨🇳 #VTOL est doté de deux ailes en tandem, comme pour les avions biplans. Une configuration habituellement peu aérodynamique, mais qui montre pourtant son efficacité sur cet appareil. https://www.futura-sciences.com/tech/actualites/drone-drone-chinois-deux-ailes-peut-voler-conditions-extremes-109640/","Nov 28, 2023 · 2:08 PM UTC"
285,https://twitter.com/Defaereanaval/status/1729487644499828835#m,Bell é selecionada para a fase 1A do programa X-Plane da DARPA https://www.defesaaereanaval.com.br/aviacao/bell-e-selecionada-para-a-fase-1a-do-programa-x-plane-da-darpa @DARPA @BellFlight #DARPA #Xplane #SPRINT #VTOL #HSVTOL #aviation #avgeek #avgeeks,"Nov 28, 2023 · 1:09 PM UTC"
286,https://twitter.com/drone_jp/status/1729420830822851045#m,Bell、次世代VTOL機の開発へ。DARPAのSPRINTプログラムでX-Plane開発に選定 #BellTextron #VTOL #DRONEjp https://www.drone.jp/news/2023112817421276968.html,"Nov 28, 2023 · 8:43 AM UTC"
287,https://twitter.com/aeroERMO/status/1729362543452344690#m,Bell es seleccionado para la Fase 1A del programa X-Plane de Tecnologías Independientes de Pista y Velocidad de DARPA (SPRINT) Más información en: https://www.aeroermo.com/home/bell-es-seleccionado-para-la-fase-1a-del-programa-x-plane-de-tecnologias-independientes-de-pista-y-velocidad-de-darpa-sprint/ #AeroErmo #BellTextron #XPlane #Programa #SPRINT #DARPA #VTOL #Avion #BellX1 @BellFlight,"Nov 28, 2023 · 4:52 AM UTC"
288,https://twitter.com/Fabriziobustama/status/1729337483597398184#m,This could be the future of drone delivery. #VTOL #Drone #drones #AI #Autonomous #TechForGood #IoT #5G #innovation Cc @CurieuxExplorer @FrRonconi @KanezaDiane @Analytics_699 @Shi4Tech @anand_narang @mvollmer1 @jblefevre60 @Nicochan33 @Hana_ElSayyed @Khulood_Almani @PawlowskiMario,"Nov 28, 2023 · 3:12 AM UTC"
289,https://twitter.com/BuildingTech_/status/1728691082844860502#m,"Новые военные самолеты Bell HSVTOL будут обладать повышеной скоростью, дальностю полета и высокой живучестью ... https://building-tech.org/%D0%92%D0%BE%D0%BE%D1%80%D1%83%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5/novie-voennie-samoleti-bell-hsvtol-budut-obladat-povishenoy-skorostyu-dalnostyu-poleta-y-visokoy-zhyvuchestyu #самолет #конвертоплан #VTOL #беспилотник","Nov 26, 2023 · 8:24 AM UTC"
290,https://twitter.com/AdnanCK353/status/1728678222592717250#m,"Are you looking to join a progressive, ambitious company which lives and breathes its values and cultures? We are still hashtag#hiring! Know anyone who might be interested? #jobalert #jobseekers #recruitment #shannon #aviationindustry #drone #uav #vtol https://a-techsyn.com/systems-engineer-hiring/","Nov 26, 2023 · 7:33 AM UTC"
291,https://twitter.com/FusionFlightInc/status/1728570111122891082#m,"DeLorean flying ""time-machine"" - a custom jet-powered VTOL aircraft enabled by the JetQuad technology. #delorean #flying #time #machine #backtothefuture #bttf #jet #power #jetquad #turbine #VTOL #eVTOL #UAM #UAS #UAV #drone","Nov 26, 2023 · 12:23 AM UTC"
292,https://twitter.com/tuatbm/status/1728332288877084697#m,VTOLチャレンジ第2弾 主翼の中にプロペラが配置された変わった形をしています。 #VTOL?,"Nov 25, 2023 · 8:38 AM UTC"
293,https://twitter.com/BuildingTech_/status/1728322630350950884#m,DARPA работает над созданием высокоскоростного VTOL X-Plane с дальностью полета не менее 370 км ... https://building-tech.org/%D0%92%D0%BE%D0%BE%D1%80%D1%83%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5/darpa-rabotaet-nad-sozdanyem-visokoskorostnogo-vtol-x-plane-s-dalnostyu-poleta-ne-menee-370-km #DARPA #самолет #беспилотник #дрон #БПЛА #VTOL,"Nov 25, 2023 · 8:00 AM UTC"
