Text,Sentiment Scores,Sentiment Label
"#NEWS | eVTOL developer AIR has announced the next phase of its participation with the United States Air Force's AFWERX Agility Prime program.

Read more at AviationSource!

https://aviationsourcenews.com/general-aviation/air-announces-next-phase-in-usaf-agility-prime-program/…

#AIR #USAF #eVTOL #AFWERX #UAM #AvGeek","{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.4753}",positive
Top 10 most read #eVTOL stories of 2023,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.2023}",positive
"Thanks, 
@NasdaqExchange
  for the congratulations on our exciting partnership with the Lufthansa Group.

#Lilium #LILM #eVTOL","{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.875}",positive
"We are proud to share that our engineers, Ola Khaleel and Puneet Singh, have been nominated for the “Ones to Watch” Special Report by eVTOL Insights. Congratulations on their achievements 

See the full report: https://evtolinsights.com/2023/12/evtol-insights-launches-its-ones-to-watch-special-report-recognising-some-of-the-industrys-brightest-talents/… 

#eVTOL #AAM #eVTOLInsights #OnestoWatch","{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.8979}",positive
"Flying Vehicles Start Working on Farms; FAA Approved. The autonomous, electric, aerial crop protection system was designed specifically for large-scale agriculture. https://ow.ly/KSNf50Ql4ja #eVTOL #UAS #AVs","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4215}",positive
"Discover the eVTOL evolution—from NASA's Puffin to modern prototypes. See how innovators transform urban transport with efficient, eco-friendly flight in this eVTOL Report: https://hubs.ly/Q02dFHQb0  #eVTOLRevolution #Aviation #Innovation #eVTOL","{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4215}",positive
"FlyNow's groundbreaking plans to enter the #UAE! Set to introduce a special #eVTOL, that's not just highly efficient but designed to conquer atmospheres with significantly lower density than #Earth's","{'neg': 0.153, 'neu': 0.788, 'pos': 0.058, 'compound': -0.4618}",negative
" #XpengAeroht's official debut of #eVTOL  #FlyingCar  in Vegas  #CES2024 

 
@XPENG_AEROHT
 l 
@XPengMotors


@Nicochan33
 
@jblefevre60
 
@pascal_bornet
 
@FrRonconi
 
@Shi4Tech
 
@sallyeaves
 
@mvollmer1
 
@GlenGilmore
 
@FinMKTG
 
@HeinzVHoenen
 
@enilev
 
@Ym78200
 
@gvalan
 
@KanezaDiane
…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"#NEWS | Eve Air Mobility's eVTOL certification process moves to the public consultation phase with the release of proposed airworthiness criteria.

Read more at AviationSource!

https://aviationsourcenews.com/general-aviation/eve-air-evtol-airworthiness-criteria-released-for-public-comment/…

#EveAir #eVTOL #UAM #airtaxi #AvGeek","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
".
@LYTEAVIATION
 is partnering with Kookiejar for the development of a heavy payload cargo delivery service.

Find out more: https://hubs.ly/Q02dDl8W0

#advancedairmobility #aam #vertiport #evtol #aircraft #aerospace #mobility #technology #tech","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Air tiger-50 Vertical Take-off and Landing VTOL Drone #vtol #vtoldrone #drone!!!
See more at-https://hseasontech.com","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Another brick in the wall as 
@ehang
 prepares to ramp up #eVTOL aircraft deliveries in China with CAAC issuing an airworthiness certificate. Coming soon, pilotless tourist flights in Guangzhou:","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Happy Holiday to everyone from SkyDrive Team

Wishing all of you a beautiful holiday season and a happy peaceful new year to come!

#SkyDrive #FlyingCars #eVTOL","{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.9686}",positive
"Eve Air Mobility Receives ESG Financing Guarantee 
#eVTOL #BradescoBank #EveAirMbbility","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.25}",positive
"Supernal to Unveil eVTOL Vehicle Concept and Vertiport at CES

#supernal #eVTOL #vertiport #ces2024 #airmobility #mobilitytechnology #mobilitytechnews #aviation","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"#VTOL companies that focus on air taxi service are getting attention in the press, but they’ve got to compete with traditional rideshare and taxis that average $0.66/mile. Ditto with eVTOLs that deliver $8 lattes to people’s backyards. Are those business models sustainable?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"(Guangzhou, China) 
@ehang
 today announced that its EH216-S obtained the world’s first airworthiness certificate for an unmanned, passenger carrying #eVTOL - specifically, the standard Airworthiness Certificate from the Civil Aviation Administration of China (“CAAC”).   

The…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"(Guangzhou, China) 
@ehang
  today announced that its EH216-S obtained the world’s first airworthiness certificate for an unmanned, passenger carrying #eVTOL - specifically, the standard Airworthiness Certificate from the Civil Aviation Administration of China (“CAAC”). 

The first…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Hear from the top executives at Pterodynamics! Check out CRO, Richard Brasel's POV on how the Transwing can make a difference in maritime logistics!
#pterodynamics #vtol #transwing #pov","{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.3365}",positive
"#JetsonONE is flying high with Santa this holiday season! We're thrilled to announce our $15M seed round with Angel Investors like http://will.i.am. Investors and pilots, contact me to join us on this exciting journey! Happy Flying Holidays!

#evtol  #angelinvesting","{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.9668}",positive
"#NEWS | Joby Aviation and NASA have run a simulation of air traffic control operations involving multiple eVTOL air taxi flights in busy airspace.

Read more at AviationSource!

https://aviationsourcenews.com/general-aviation/joby-and-nasa-run-demo-of-air-taxi-operations-in-busy-airspace/…

#JobyAviation #NASA #eVTOL #airtaxi #AvGeek","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
".
@EveAirMobility
 receives ESG financing guarantee from Bradesco Bank in long-term funding

Read more here: https://verticalmag.com/press-releases/eve-air-mobility-receives-esg-financing-guarantee-from-bradesco-bank-in-long-term-funding/…

#eVTOL #Vertical","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.25}",positive
"https://iotworldtoday.com/flying-vehicles/flying-taxi-company-starts-testing-deal-with-dallas-airport… "" Exciting times ahead in transportation! The future is taking flight with Electric Vertical Takeoff and Landing (eVTOL) taxis.  Explore the latest advancements in this trans technology. Read more: [Link to the Article] #eVTOL #FlyingTaxi #aerobott","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.5411}",positive
"https://iotworldtoday.com/flying-vehicles/flying-taxi-company-expands-into-uae-100-vehicle-sale… "" Exciting times ahead in transportation! The future is taking flight with Electric Vertical Takeoff and Landing (eVTOL) taxis.  Explore the latest advancements in this transformative technology. Read more: [Link to the Article] #eVTOL #FlyingTaxi #","{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.5411}",positive
That's almost #VTOL capability....,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Today starts our usual recap of the past year and our look at 2024.

Let’s start by grading ourselves on our 5 predictions for 2023:
1. NO
2. YES
3. 50/50
4. YES
5. YES
To sum it up, we score a C (72%).  Ouch!

2024 predictions coming the next week!

#uam #aam #evtol #airtaxi","{'neg': 0.047, 'neu': 0.776, 'pos': 0.176, 'compound': 0.8381}",positive
"It's gratuitous, but indulge me! my Top 4 
@jobyaviation
 photos from 2023. We've achieved a lot and we've had a lot of fun along the way. (It's normal to pour water over a pilot after their first flight in a new type of aircraft!) #joby #airtaxi #evtol #2023","{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.8039}",positive
"This seems like a robust approach to gaining a clearer understanding of the realities of integrating #eVTOL air taxis into existing airspace, with 
@NASA
 and 
@jobyaviation
 jointly simulating what this would look like in the Dallas-Forth Worth area:","{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.8779}",positive
".
@overair_inc
 has completed the assembly of its first full-scale Butterfly electric vertical take-off and landing (eVTOL) prototype.

Read more: https://ow.ly/4abt50Ql5jo

#FutureTransport #Transport #Overair #UrbanAirMobility #UAM #eVTOL #UnitedStates","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"@ehang
 with #eVTOL #airtaxi #EH216-S is flying into the future in our perfect present time, definely. Merry Christmas and a great (prosperous) new 2024 year. Good luck  for shareholders.","{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.9531}",positive
"New lecture on the RAeS YouTube channel! Last week's 2023 Amy Johnson Lecture, given by Julie Garland, CEO Avtrain. #Avgeek #WomenInAviation #drones #UrbanAirMobility #eVTOL #UAV","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Charting the skies of innovation! Jeju Air and Eve Air Mobility team up for a transformative 'Concept of Operations' that envisions a future of efficient, sustainable, and accessible #eVTOL flights in South Korea.  The dawn of a new aviation era! #JejuAir","{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.717}",positive
"The Air One has signed up for Air Force duty 

read about it here: https://carscanfly.com/p/air-one-evtol-headed-for-airforce…

#airmobility #evtol #flyingcars","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"@ehang
 congratulations, #eVTOL #airtaxi #EH216-S goes first in the new era of the aviation. The new year will be amazing to develop low atitude segment air operations. Godspeed","{'neg': 0.06, 'neu': 0.718, 'pos': 0.221, 'compound': 0.765}",positive
"Archer Aviation’s Midnight eVTOL Aircraft Wins Transportation Design of the Year Award   $ACHR, #ArcherAviation, #Archer, #eVTOL","{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.802}",positive
"""Hey, #TechBriefs, which of your #videos were the most popular?"" you are probably asking yourself.

Find out here, as we've curated the top 5 Tech Briefs videos from 2023. Relive their greatness now.

https://ow.ly/yniV50QkZJe

#happynewyear #ausa2023 #joby #evtol #4D #3Dprinting","{'neg': 0.0, 'neu': 0.955, 'pos': 0.045, 'compound': 0.2023}",positive
"Joby Aviation ( $JOBY ) Completes Successful Air Traffic Simulations at NASA’s Ames Research Center
https://youtu.be/d8f_jYyqQAw?si=98vx45F0LyqRzZw7… 

@jobyaviation
 #sustainabletransport #evtol #evtolaircraft #electricplane #electricaircraft #electricvehicles #evs #evnews #evstocks #nasa","{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.5859}",positive
"AIR announces next phase of participation in US Air Force’s Agility Prime program

Read more here: https://verticalmag.com/press-releases/air-announces-next-phase-of-participation-in-us-air-forces-agility-prime-program/…

#eVTOL #UAM","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
EHang EH216-S Passenger-Carrying UAV System Obtains Standard Airworthiness Certificate from CAAC and the Certified Aircraft Delivered to Customer in Guangzhou - Green Stock News https://greenstocknews.com/news/nasdaq/eh/eh216-s-passenger-carrying-uav-system-obtains-standard-airworthiness-certificate-from-caac-and-the-certified-aircraft-delivered-to-customer-in-guangzhou… $EH #sustainabletransport #evtol,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"EHang: EH216-S Passenger-Carrying UAV System Obtains Standard Airworthiness Certificate from CAAC and the Certified Aircraft Delivered to Customer in Guangzhou   $EH, #EHang, #UAM, #UAV, #eVTOL","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"@ehang
 and Mr Hu Huazhi. I recommend to read this article. Here, we observed why #eVTOL #EH216-S #airtaxi is playing (flying) in another league, definely.","{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.5106}",positive
"Did you know we develop real-time safety critical software within the marine and aerospace industry?  

Contact us today and let’s discuss your requirement: https://brnw.ch/21wFvvJ

#aerospace #evtol #marine #engineering #softwaredevelopment #digital","{'neg': 0.069, 'neu': 0.846, 'pos': 0.085, 'compound': 0.128}",positive
"#NEWS | 
@EveAirMobility
 Receives #ESG Financing Guarantee from 
@Bradesco
 Bank in Long-Term Funding. Read full news: https://bit.ly/3S1sOcV #EmbraerStories #WeAreEmbraer #Future #evtol","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.25}",positive
#evtol is a greater invention / revolution than the wheel.. it involves none !!!,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.5229}",positive
This New Butterfly-Shaped #eVTOL Aims to Be the Quietest and Safest in the Sky,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}",positive
" 
@JobyAviation
’s #eVTOL aircraft seeks to offer a faster, more efficient and sustainable mode of transport in big cities. Tune in to the #InvestInProgress podcast to learn more: https://ow.ly/oj8P50QiMXN Capital at risk.","{'neg': 0.061, 'neu': 0.848, 'pos': 0.09, 'compound': 0.2484}",positive
" Have you checked out the videos of 
@EASA
’s from “High-Level Conference on Drones 2023 - Back to the future of safe UAS operations”?
https://youtube.com/watch?v=TwB-wkpmy-c&list=PLTfS24aKkJn6eZWrqnfI-mQvzQKJ_LGw_…
#UAM #sustainability #drones #Evtol","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.504}",positive
"Eve achieves milestone in pathway to #eVTOL certification 
#UAM #EveAirMobility","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Dive into the future of aviation with 'Redefining Flight: 5 Fascinating Facts About eVTOL Batteries.'  Explore cutting-edge battery tech, sustainability efforts, and more. Read it here: http://go.3ds.com/Tvi  #eVTOL #AviationInnovation","{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.5423}",positive
"(Santa Cruz, California) Electric vertical take-off and landing (#eVTOL) developer 
@jobyaviation
 today announced the successful completion of a series of air traffic simulations with 
@NASA
's Ames Research Center that evaluated how air taxi operations can be integrated into…","{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.5859}",positive
" From concept to reality, the Butterfly is not just an aircraft; it's a game-changer in urban air mobility. 
https://karmactive.com/overair-unveils-full-scale-butterfly-evtol-prototype-enters-aam-testing-phase/…

Stalk Us: 
@karmactivealive
 

#OverairButterfly #UrbanAirMobility #eVTOLInnovation #FutureOfTransport #AerialRevolution","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Wisk lays foundation for uncrewed urban air mobility with updated concept of operations
https://verticalmag.com/press-releases/wisk-lays-foundation-for-uncrewed-urban-air-mobility-with-updated-concept-of-operations/… #eVTOL #AI  #aviation #transportation","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
Love the love $lilm is getting.. such a sexy #evtol and such a smooth delivery .. unique to say the least .. luxurious,"{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.9153}",positive
Being short #evtol is being short of Henry Ford and the revolution of automobiles on steroids,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"@ehang
 is playing (flying) in another league, maybe, Major World International Aviation #eVTOL league,  because they have already the first type certificate. ","{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.2023}",positive
"Joby Aviation, NASA Simulation Demonstrates Up To 120 Air Taxi Operations Per Hour in Busy Airspace   $JOBY, #Joby, #JobyAviation, #NASA, #eVTOL","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
The EVTOL race heats up!  #FutureofFlight #EVTOLRevolution #SkyTaxisTakeoff #EVTOLFanClub #JobyLiliumRace #UrbanAirTaxiDreams #InvestingInTheSkies #eVTOL #UrbanAirMobility,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
".
@overair_inc
 completes assembly of first full-scale Butterfly prototype

This marks a pivotal milestone for the original equipment manufacturer following the validation of its full-scale propulsion #technology via a 2022 truck-based test

Details: https://verticalmag.com/press-releases/overair-completes-assembly-of-first-full-scale-butterfly-prototype/…
#eVTOL","{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.3182}",positive
"Happy Holidays from the Blueshift team! Wishing you a happy and healthy holiday season  

See you in 2024!

#thermalprotection #evtol #batteryprotection #tps","{'neg': 0.0, 'neu': 0.456, 'pos': 0.544, 'compound': 0.9508}",positive
"Test flight to prepare for the 2025 World Expo.

https://aaminternational.com/2023/12/volocopter-completes-evtol-flight-tests-in-osaka…

#advancedairmobility #aam #aerospace #mobility #aviation #aircraft #flight #evtol #transport 
@aam_intl","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Top 10 most read eVTOL stories of 2023

Reflecting back on the past year, we took a look at the 10 most popular eVTOL stories of 2023, measured by pageviews

Full article here: https://verticalmag.com/news/top-10-most-read-evtol-stories-of-2023/…

#eVTOL #UAM","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.5984}",positive
"What is CityAirbus? It's 
@Airbus
 answer to the emerging eVTOL market.

Find out more in our latest blog post! https://carscanfly.com/p/airbus-is-working-on-evtols-and-stuff…

#evtol #flyingcar #airmobility","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
".
@overair_inc
 has completed assembly of the first full-scale prototype of its Butterfly eVTOL aircraft with flight testing to begin in early 2024.

Read more: https://hubs.la/Q02dty0P0

#advancedairmobility #aam #aerospace #mobility #aviation #aircraft #flight #evtol #transport","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
" Hey Santa, #LYNEports has been busy enabling #eVTOL & #Drone integration in cities this year! Our wishlist? More growth and innovation.

P.S. Excited to see your North Pole #property on our platform. Let's find the perfect aircraft for you! 

#UrbanAirMobility #HappyHolidays","{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.9089}",positive
"Take-off and landing on its main rear 

#dta #evtol #frenchtech","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
#AIR #Announces #Next #Phase of #Participation in the U.S. Air #Force's #Agility #Prime #Program to #Propel #eVTOL R&D http://tinyurl.com/ytd24fxa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"#NEWS | 
@EveAirMobility
’s #eVTOL Airworthiness Criteria Released for Public Consultation. Read full news: https://bit.ly/479zx8T #EmbraerStories #WeAreEmbraer","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"We reached another critical milestone in our #eVTOL development! 
@oficial_Anac
  has released its proposed airworthiness criteria for public consultation. Read more: https://eveairmobility.com/eve-air-mobilitys-evtol-airworthiness-criteria-released-for-public-consultation/…

#MobilityReimagined","{'neg': 0.104, 'neu': 0.84, 'pos': 0.056, 'compound': -0.2942}",negative
"The latest edition of Regional Gateway is available! 
 
Apply for your complimentary subscription to Regional Gateway here:  https://ow.ly/25Em50QkxAF

Including: 

@flySEA


@CANSONews
 

#evtol #aviationfuelling #bizav #businessaviation #cybersecurity #sustainableaviation","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4926}",positive
"EHang expands in UAE

Find out more: https://hubs.la/Q02dn31R0

#advancedairmobility #aam #evtol #mobility #transport #electric #aircraft #urbanairmobility #uam #technology 
@ehang","{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.1027}",positive
"Wisk Updates ConOps for Uncrewed Urban Air Mobility

Learn more: https://hubs.la/Q02dmz0Y0

#advancedairmobility #aam #urbanairmobility #uam #aircraft #evtol #mobility #electric #autonomous #aerospace 
@WiskAero","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"In 
@Tahseenconsult
's #MENA+ #tech #policy insight ➔ #nuclearenergy #evtol #AI #IPO #mediaregulation #privatization #elections #FDI #competitionpolicy #VC #svod #BNPL #remittances #E2W #subsidy #smalllanguagemodels #paymentaggregator #ONDC #mobility http://tinyurl.com/ye3vuw76","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"In 
@Tahseenconsult
's #MENA+ #tech #policy insight ➔ #nuclearenergy #evtol #AI #IPO #mediaregulation #privatization #elections #FDI #competitionpolicy #VC #svod #BNPL #remittances #E2W #subsidy #smalllanguagemodels #paymentaggregator #ONDC #mobility http://tinyurl.com/ye3vuw76","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Osaka tests electric flying taxi

“I have great expectations for #eVTOLs, and with the help of neighbouring prefectures, we will push forward to make the Expo a success to support the future of the industry beyond 2025.” 

 https://cities-today.com/osaka-tests-electric-flying-taxi-ahead-of-world-expo-2025/… 

#urbanairmobility #UAM","{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.9217}",positive
" Let’s meet #ImAFUSATeam member, Helena Almeida from 
@ISCTEIUL
 who focuses on citizens' social acceptance measurements, coordinates data collection measurements, and finds out what impact #UAM has on citizens’ social acceptance. 

#UAM #sustainability #drones #Evtol","{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.7184}",positive
"The vehicle will begin flight testing in early 2024.

@overair_inc
 #airtaxi #eVTOL #UrbanAirMobility","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"AutoFlight and Falcon Aviation Services collaborate to revolutionize eVTOL industry in the UAE and beyond https://devirsaati.com/autoflight-and-falcon-aviation-services-collaborate-to-revolutionize-evtol-industry-in-the-uae-and-beyond/… 
@DevirSaatiDergi
 #advancedairmobility #autoflight #carryall #eVTOL #eVTOLaircraft #falconaviationservices #prosperity","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"#ANRA Technologies and #NAVOS Air to Develop #Vertiports 
#UAM #eVTOL #drones","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"http://Twitch.tv/MrMustachieo81 

Vr Flight sims are crazy!

#Vtol #vr 
#twitch","{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4003}",negative
"An excellent article, as always, by 
@AviationWeek
's 
@AvWeekBen
 gives you a preview of our 3rd birthday and December release of the AAM Reality Index.

For more info, see you Wednesday morning PST.

#aam #uam #airtaxi #evtol #aamrealityindex","{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.5719}",positive
Gearing up for the new year  #UrbanAirMobility #UrbanTrafficManagement #Skyway #VertiportDevelopment #eVTOL,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
VT-Naut fixed-wing drone takes off vertically and makes water landings http://dlvr.it/T0MKdj #VTOL #Amphibious,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"eVTOL maker EHang has completed its testing and aviation requirements. Over 40K tests flights were conducted since 2017 and the company will now start shipping its products to its buyers.

Wael Hneini Unsplash

#Beijing #Dubai #AbuDhabi #eVTOL #News

https://autoevolution.com/news/the-most-famous-chinese-evtol-will-start-operating-in-uae-next-year-226301.html…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Is 
@RollsRoyce
 still a supplier for the VX4 #eVTOL aircraft and, if not, who is supplying the electric propulsion system.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
Full-scale Overair Butterfly eVTOL prototype is set for first test flights http://dlvr.it/T0M2t5 #Overair #eVTOL #Prototype #TestFlights,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
".
@WiskAero
 lays foundation for uncrewed urban air mobility with updated concept of operations

The CONOPS defines an approach to the transition from crewed to uncrewed #flight

Read more here: https://verticalmag.com/press-releases/wisk-lays-foundation-for-uncrewed-urban-air-mobility-with-updated-concept-of-operations/…

#eVTOL #aerospace","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
".
@Overair_inc
  has completed the build of its first Butterfly prototype electric aircraft. It has the largest rotors in the emerging #eVTOL industry, as far as we know.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"California #eVTOL (electric vertical takeoff and landing) startup 
@overair_inc
 completes its first full-scale prototype, moves to testing phase. #EAV #flyingcars #flyingvehicles","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"We have a new patent which will increase safety & efficiency in hover & forward flight for VTOLs. The upper duct encloses the propellers for vertical takeoff & landing, then retracts for high speed forward flight 
@DroneDJ
 
@AvSourceNews
 
@droneslanding
  
@VTOLsociety
 
@AVweb
 #evtol","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.765}",positive
" Global Reach, Local Touch 

This time we had the pleasure to complete multiple trainings and certify new pilots together with our Mexican distributor, DTM Topografia.

Ready for the next step? Let us know! 

#MarlynCobalt #Surveying #Drones #Geospatial #VTOL #Surveylife","{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.7644}",positive
"This past year has been an incredible journey. It’s hard to describe being able to see something go from parts to plane. Now, let’s fly!  #eVTOL #AirTaxi #GoOverair","{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.1759}",negative
"3 Things You Need to Know if You Buy Archer Aviation Stock Today
https://fool.com/investing/2023/12/16/things-need-to-know-if-buy-archer-aviation-stock/… #eVTOL","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
Your Air Your Rights #property #drone #evtol #delivery https://sky.trade,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"The latest special report by 
@eVTOLInsights
 includes a profile of VFS Executive Director Angelo Collins! 

Check it out by the following the link below:

https://evtolinsights.com/2023/12/evtol-insights-launches-its-ones-to-watch-special-report-recognising-some-of-the-industrys-brightest-talents/…

#eVTOL #AAM #electricaircraft","{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.4574}",positive
".
@ehang
 is extending its operations to the UAE with a strategic partnership and sales agreement with Wings Logistics Hub.

Find out more: https://hubs.la/Q02dn2nN0

#advancedairmobility #aam #evtol #mobility #transport #electric #aircraft #urbanairmobility #uam #technology","{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4939}",positive
"We're excited to be a key supplier to 
@VerticalAero
. It was a pleasure hosting the  VX4 programme update at our global technology centre. Looking forward to a successful partnership in 2024 and beyond. #Collaboration #Innovation #eVTOL","{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.872}",positive
"$PTHR Pono Three / Horizon Aircraft should be the next public #eVTOL company.  The SPAC target is developing a hybrid model aimed at business travel and medevac rather than air taxi.  Aims for type certification in 2027.

SPAC is scheduled to merge by Feb 2024.  Will probably be…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
".
@WiskAero
 has issued an update to its previously released Concept of Operations (ConOps) for Uncrewed Urban Air Mobility (UAM).

Learn more: https://hubs.la/Q02dmz0X0

#advancedairmobility #aam #urbanairmobility #uam #aircraft #evtol #mobility #electric #autonomous #aerospace","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
